dt,DK_USD_A_YTL,DK_USD_S_YTL,UNIXTIME
1975-01-01,,,"{""numberLong"":""157762800""}"
1975-01-02,1.385e-05,1.413e-05,"{""numberLong"":""157849200""}"
1975-01-03,1.385e-05,1.413e-05,"{""numberLong"":""157935600""}"
1975-01-04,,,"{""numberLong"":""158022000""}"
1975-01-05,,,"{""numberLong"":""158108400""}"
1975-01-06,1.385e-05,1.413e-05,"{""numberLong"":""158194800""}"
1975-01-07,1.385e-05,1.413e-05,"{""numberLong"":""158281200""}"
1975-01-08,1.385e-05,1.413e-05,"{""numberLong"":""158367600""}"
1975-01-09,1.385e-05,1.413e-05,"{""numberLong"":""158454000""}"
1975-01-10,1.385e-05,1.413e-05,"{""numberLong"":""158540400""}"
1975-01-11,,,"{""numberLong"":""158626800""}"
1975-01-12,,,"{""numberLong"":""158713200""}"
1975-01-13,1.385e-05,1.413e-05,"{""numberLong"":""158799600""}"
1975-01-14,1.385e-05,1.413e-05,"{""numberLong"":""158886000""}"
1975-01-15,1.385e-05,1.413e-05,"{""numberLong"":""158972400""}"
1975-01-16,1.385e-05,1.413e-05,"{""numberLong"":""159058800""}"
1975-01-17,1.385e-05,1.413e-05,"{""numberLong"":""159145200""}"
1975-01-18,,,"{""numberLong"":""159231600""}"
1975-01-19,,,"{""numberLong"":""159318000""}"
1975-01-20,1.385e-05,1.413e-05,"{""numberLong"":""159404400""}"
1975-01-21,1.385e-05,1.413e-05,"{""numberLong"":""159490800""}"
1975-01-22,1.385e-05,1.413e-05,"{""numberLong"":""159577200""}"
1975-01-23,1.385e-05,1.413e-05,"{""numberLong"":""159663600""}"
1975-01-24,1.385e-05,1.413e-05,"{""numberLong"":""159750000""}"
1975-01-25,,,"{""numberLong"":""159836400""}"
1975-01-26,,,"{""numberLong"":""159922800""}"
1975-01-27,1.385e-05,1.413e-05,"{""numberLong"":""160009200""}"
1975-01-28,1.385e-05,1.413e-05,"{""numberLong"":""160095600""}"
1975-01-29,1.385e-05,1.413e-05,"{""numberLong"":""160182000""}"
1975-01-30,1.385e-05,1.413e-05,"{""numberLong"":""160268400""}"
1975-01-31,1.385e-05,1.413e-05,"{""numberLong"":""160354800""}"
1975-02-01,,,"{""numberLong"":""160441200""}"
1975-02-02,,,"{""numberLong"":""160527600""}"
1975-02-03,1.385e-05,1.413e-05,"{""numberLong"":""160614000""}"
1975-02-04,1.385e-05,1.413e-05,"{""numberLong"":""160700400""}"
1975-02-05,1.385e-05,1.413e-05,"{""numberLong"":""160786800""}"
1975-02-06,1.385e-05,1.413e-05,"{""numberLong"":""160873200""}"
1975-02-07,1.385e-05,1.413e-05,"{""numberLong"":""160959600""}"
1975-02-08,,,"{""numberLong"":""161046000""}"
1975-02-09,,,"{""numberLong"":""161132400""}"
1975-02-10,1.385e-05,1.413e-05,"{""numberLong"":""161218800""}"
1975-02-11,1.385e-05,1.413e-05,"{""numberLong"":""161305200""}"
1975-02-12,1.385e-05,1.413e-05,"{""numberLong"":""161391600""}"
1975-02-13,1.385e-05,1.413e-05,"{""numberLong"":""161478000""}"
1975-02-14,1.385e-05,1.413e-05,"{""numberLong"":""161564400""}"
1975-02-15,,,"{""numberLong"":""161650800""}"
1975-02-16,,,"{""numberLong"":""161737200""}"
1975-02-17,1.385e-05,1.413e-05,"{""numberLong"":""161823600""}"
1975-02-18,1.385e-05,1.413e-05,"{""numberLong"":""161910000""}"
1975-02-19,1.385e-05,1.413e-05,"{""numberLong"":""161996400""}"
1975-02-20,1.385e-05,1.413e-05,"{""numberLong"":""162082800""}"
1975-02-21,1.385e-05,1.413e-05,"{""numberLong"":""162169200""}"
1975-02-22,,,"{""numberLong"":""162255600""}"
1975-02-23,,,"{""numberLong"":""162342000""}"
1975-02-24,1.385e-05,1.413e-05,"{""numberLong"":""162428400""}"
1975-02-25,1.385e-05,1.413e-05,"{""numberLong"":""162514800""}"
1975-02-26,1.385e-05,1.413e-05,"{""numberLong"":""162601200""}"
1975-02-27,1.385e-05,1.413e-05,"{""numberLong"":""162687600""}"
1975-02-28,1.385e-05,1.413e-05,"{""numberLong"":""162774000""}"
1975-03-01,,,"{""numberLong"":""162860400""}"
1975-03-02,,,"{""numberLong"":""162946800""}"
1975-03-03,1.385e-05,1.413e-05,"{""numberLong"":""163033200""}"
1975-03-04,1.385e-05,1.413e-05,"{""numberLong"":""163119600""}"
1975-03-05,1.385e-05,1.413e-05,"{""numberLong"":""163206000""}"
1975-03-06,1.385e-05,1.413e-05,"{""numberLong"":""163292400""}"
1975-03-07,1.385e-05,1.413e-05,"{""numberLong"":""163378800""}"
1975-03-08,,,"{""numberLong"":""163465200""}"
1975-03-09,,,"{""numberLong"":""163551600""}"
1975-03-10,1.385e-05,1.413e-05,"{""numberLong"":""163638000""}"
1975-03-11,1.385e-05,1.413e-05,"{""numberLong"":""163724400""}"
1975-03-12,1.385e-05,1.413e-05,"{""numberLong"":""163810800""}"
1975-03-13,1.385e-05,1.413e-05,"{""numberLong"":""163897200""}"
1975-03-14,1.385e-05,1.413e-05,"{""numberLong"":""163983600""}"
1975-03-15,,,"{""numberLong"":""164070000""}"
1975-03-16,,,"{""numberLong"":""164156400""}"
1975-03-17,1.385e-05,1.413e-05,"{""numberLong"":""164242800""}"
1975-03-18,1.385e-05,1.413e-05,"{""numberLong"":""164329200""}"
1975-03-19,1.385e-05,1.413e-05,"{""numberLong"":""164415600""}"
1975-03-20,1.385e-05,1.413e-05,"{""numberLong"":""164502000""}"
1975-03-21,1.385e-05,1.413e-05,"{""numberLong"":""164588400""}"
1975-03-22,,,"{""numberLong"":""164674800""}"
1975-03-23,,,"{""numberLong"":""164761200""}"
1975-03-24,1.385e-05,1.413e-05,"{""numberLong"":""164847600""}"
1975-03-25,1.385e-05,1.413e-05,"{""numberLong"":""164934000""}"
1975-03-26,1.385e-05,1.413e-05,"{""numberLong"":""165020400""}"
1975-03-27,1.385e-05,1.413e-05,"{""numberLong"":""165106800""}"
1975-03-28,1.385e-05,1.413e-05,"{""numberLong"":""165193200""}"
1975-03-29,,,"{""numberLong"":""165279600""}"
1975-03-30,,,"{""numberLong"":""165366000""}"
1975-03-31,1.385e-05,1.413e-05,"{""numberLong"":""165452400""}"
1975-04-01,1.385e-05,1.413e-05,"{""numberLong"":""165538800""}"
1975-04-02,1.385e-05,1.413e-05,"{""numberLong"":""165625200""}"
1975-04-03,1.385e-05,1.413e-05,"{""numberLong"":""165711600""}"
1975-04-04,1.385e-05,1.413e-05,"{""numberLong"":""165798000""}"
1975-04-05,,,"{""numberLong"":""165884400""}"
1975-04-06,,,"{""numberLong"":""165970800""}"
1975-04-07,1.385e-05,1.413e-05,"{""numberLong"":""166057200""}"
1975-04-08,1.385e-05,1.413e-05,"{""numberLong"":""166143600""}"
1975-04-09,1.385e-05,1.413e-05,"{""numberLong"":""166230000""}"
1975-04-10,1.385e-05,1.413e-05,"{""numberLong"":""166316400""}"
1975-04-11,1.385e-05,1.413e-05,"{""numberLong"":""166402800""}"
1975-04-12,,,"{""numberLong"":""166485600""}"
1975-04-13,,,"{""numberLong"":""166572000""}"
1975-04-14,1.385e-05,1.413e-05,"{""numberLong"":""166658400""}"
1975-04-15,1.385e-05,1.413e-05,"{""numberLong"":""166744800""}"
1975-04-16,1.385e-05,1.413e-05,"{""numberLong"":""166831200""}"
1975-04-17,1.4e-05,1.428e-05,"{""numberLong"":""166917600""}"
1975-04-18,1.4e-05,1.428e-05,"{""numberLong"":""167004000""}"
1975-04-19,,,"{""numberLong"":""167090400""}"
1975-04-20,,,"{""numberLong"":""167176800""}"
1975-04-21,1.4e-05,1.428e-05,"{""numberLong"":""167263200""}"
1975-04-22,1.4e-05,1.428e-05,"{""numberLong"":""167349600""}"
1975-04-23,,,"{""numberLong"":""167436000""}"
1975-04-24,1.4e-05,1.428e-05,"{""numberLong"":""167522400""}"
1975-04-25,1.4e-05,1.428e-05,"{""numberLong"":""167608800""}"
1975-04-26,,,"{""numberLong"":""167695200""}"
1975-04-27,,,"{""numberLong"":""167781600""}"
1975-04-28,1.4e-05,1.428e-05,"{""numberLong"":""167868000""}"
1975-04-29,1.4e-05,1.428e-05,"{""numberLong"":""167954400""}"
1975-04-30,1.4e-05,1.428e-05,"{""numberLong"":""168040800""}"
1975-05-01,1.4e-05,1.428e-05,"{""numberLong"":""168127200""}"
1975-05-02,1.4e-05,1.428e-05,"{""numberLong"":""168213600""}"
1975-05-03,,,"{""numberLong"":""168300000""}"
1975-05-04,,,"{""numberLong"":""168386400""}"
1975-05-05,1.4e-05,1.428e-05,"{""numberLong"":""168472800""}"
1975-05-06,1.4e-05,1.428e-05,"{""numberLong"":""168559200""}"
1975-05-07,1.4e-05,1.428e-05,"{""numberLong"":""168645600""}"
1975-05-08,1.4e-05,1.428e-05,"{""numberLong"":""168732000""}"
1975-05-09,1.4e-05,1.428e-05,"{""numberLong"":""168818400""}"
1975-05-10,,,"{""numberLong"":""168904800""}"
1975-05-11,,,"{""numberLong"":""168991200""}"
1975-05-12,1.4e-05,1.428e-05,"{""numberLong"":""169077600""}"
1975-05-13,1.4e-05,1.428e-05,"{""numberLong"":""169164000""}"
1975-05-14,1.4e-05,1.428e-05,"{""numberLong"":""169250400""}"
1975-05-15,1.4e-05,1.428e-05,"{""numberLong"":""169336800""}"
1975-05-16,1.4e-05,1.428e-05,"{""numberLong"":""169423200""}"
1975-05-17,,,"{""numberLong"":""169509600""}"
1975-05-18,,,"{""numberLong"":""169596000""}"
1975-05-19,,,"{""numberLong"":""169682400""}"
1975-05-20,1.4e-05,1.428e-05,"{""numberLong"":""169768800""}"
1975-05-21,1.4e-05,1.428e-05,"{""numberLong"":""169855200""}"
1975-05-22,1.4e-05,1.428e-05,"{""numberLong"":""169941600""}"
1975-05-23,1.4e-05,1.428e-05,"{""numberLong"":""170028000""}"
1975-05-24,,,"{""numberLong"":""170114400""}"
1975-05-25,,,"{""numberLong"":""170200800""}"
1975-05-26,1.4e-05,1.428e-05,"{""numberLong"":""170287200""}"
1975-05-27,1.4e-05,1.428e-05,"{""numberLong"":""170373600""}"
1975-05-28,1.4e-05,1.428e-05,"{""numberLong"":""170460000""}"
1975-05-29,1.4e-05,1.428e-05,"{""numberLong"":""170546400""}"
1975-05-30,1.4e-05,1.428e-05,"{""numberLong"":""170632800""}"
1975-05-31,,,"{""numberLong"":""170719200""}"
1975-06-01,,,"{""numberLong"":""170805600""}"
1975-06-02,1.4e-05,1.428e-05,"{""numberLong"":""170892000""}"
1975-06-03,1.4e-05,1.428e-05,"{""numberLong"":""170978400""}"
1975-06-04,1.4e-05,1.428e-05,"{""numberLong"":""171064800""}"
1975-06-05,1.4e-05,1.428e-05,"{""numberLong"":""171151200""}"
1975-06-06,1.4e-05,1.428e-05,"{""numberLong"":""171237600""}"
1975-06-07,,,"{""numberLong"":""171324000""}"
1975-06-08,,,"{""numberLong"":""171410400""}"
1975-06-09,1.4e-05,1.428e-05,"{""numberLong"":""171496800""}"
1975-06-10,1.4e-05,1.428e-05,"{""numberLong"":""171583200""}"
1975-06-11,1.4e-05,1.428e-05,"{""numberLong"":""171669600""}"
1975-06-12,1.4e-05,1.428e-05,"{""numberLong"":""171756000""}"
1975-06-13,1.4e-05,1.428e-05,"{""numberLong"":""171842400""}"
1975-06-14,,,"{""numberLong"":""171928800""}"
1975-06-15,,,"{""numberLong"":""172015200""}"
1975-06-16,1.4e-05,1.428e-05,"{""numberLong"":""172101600""}"
1975-06-17,1.4e-05,1.428e-05,"{""numberLong"":""172188000""}"
1975-06-18,1.4e-05,1.428e-05,"{""numberLong"":""172274400""}"
1975-06-19,1.4e-05,1.428e-05,"{""numberLong"":""172360800""}"
1975-06-20,1.4e-05,1.428e-05,"{""numberLong"":""172447200""}"
1975-06-21,,,"{""numberLong"":""172533600""}"
1975-06-22,,,"{""numberLong"":""172620000""}"
1975-06-23,1.4e-05,1.428e-05,"{""numberLong"":""172706400""}"
1975-06-24,1.4e-05,1.428e-05,"{""numberLong"":""172792800""}"
1975-06-25,1.4e-05,1.428e-05,"{""numberLong"":""172879200""}"
1975-06-26,1.4e-05,1.428e-05,"{""numberLong"":""172965600""}"
1975-06-27,1.4e-05,1.428e-05,"{""numberLong"":""173052000""}"
1975-06-28,,,"{""numberLong"":""173138400""}"
1975-06-29,,,"{""numberLong"":""173224800""}"
1975-06-30,1.4e-05,1.428e-05,"{""numberLong"":""173311200""}"
1975-07-01,1.4e-05,1.428e-05,"{""numberLong"":""173397600""}"
1975-07-02,1.4e-05,1.428e-05,"{""numberLong"":""173484000""}"
1975-07-03,1.4e-05,1.428e-05,"{""numberLong"":""173570400""}"
1975-07-04,1.4e-05,1.428e-05,"{""numberLong"":""173656800""}"
1975-07-05,,,"{""numberLong"":""173743200""}"
1975-07-06,,,"{""numberLong"":""173829600""}"
1975-07-07,1.4e-05,1.428e-05,"{""numberLong"":""173916000""}"
1975-07-08,1.425e-05,1.454e-05,"{""numberLong"":""174002400""}"
1975-07-09,1.425e-05,1.454e-05,"{""numberLong"":""174088800""}"
1975-07-10,1.425e-05,1.454e-05,"{""numberLong"":""174175200""}"
1975-07-11,1.425e-05,1.454e-05,"{""numberLong"":""174261600""}"
1975-07-12,,,"{""numberLong"":""174348000""}"
1975-07-13,,,"{""numberLong"":""174434400""}"
1975-07-14,1.425e-05,1.454e-05,"{""numberLong"":""174520800""}"
1975-07-15,1.425e-05,1.454e-05,"{""numberLong"":""174607200""}"
1975-07-16,1.425e-05,1.454e-05,"{""numberLong"":""174693600""}"
1975-07-17,1.425e-05,1.454e-05,"{""numberLong"":""174780000""}"
1975-07-18,1.425e-05,1.454e-05,"{""numberLong"":""174866400""}"
1975-07-19,,,"{""numberLong"":""174952800""}"
1975-07-20,,,"{""numberLong"":""175039200""}"
1975-07-21,1.425e-05,1.454e-05,"{""numberLong"":""175125600""}"
1975-07-22,1.425e-05,1.454e-05,"{""numberLong"":""175212000""}"
1975-07-23,1.425e-05,1.454e-05,"{""numberLong"":""175298400""}"
1975-07-24,1.425e-05,1.454e-05,"{""numberLong"":""175384800""}"
1975-07-25,1.425e-05,1.454e-05,"{""numberLong"":""175471200""}"
1975-07-26,,,"{""numberLong"":""175557600""}"
1975-07-27,,,"{""numberLong"":""175644000""}"
1975-07-28,1.425e-05,1.454e-05,"{""numberLong"":""175730400""}"
1975-07-29,1.425e-05,1.454e-05,"{""numberLong"":""175816800""}"
1975-07-30,1.425e-05,1.454e-05,"{""numberLong"":""175903200""}"
1975-07-31,1.425e-05,1.454e-05,"{""numberLong"":""175989600""}"
1975-08-01,1.425e-05,1.454e-05,"{""numberLong"":""176076000""}"
1975-08-02,,,"{""numberLong"":""176162400""}"
1975-08-03,,,"{""numberLong"":""176248800""}"
1975-08-04,1.425e-05,1.454e-05,"{""numberLong"":""176335200""}"
1975-08-05,1.425e-05,1.454e-05,"{""numberLong"":""176421600""}"
1975-08-06,1.425e-05,1.454e-05,"{""numberLong"":""176508000""}"
1975-08-07,1.425e-05,1.454e-05,"{""numberLong"":""176594400""}"
1975-08-08,1.425e-05,1.454e-05,"{""numberLong"":""176680800""}"
1975-08-09,,,"{""numberLong"":""176767200""}"
1975-08-10,,,"{""numberLong"":""176853600""}"
1975-08-11,1.425e-05,1.454e-05,"{""numberLong"":""176940000""}"
1975-08-12,1.425e-05,1.454e-05,"{""numberLong"":""177026400""}"
1975-08-13,1.425e-05,1.454e-05,"{""numberLong"":""177112800""}"
1975-08-14,1.45e-05,1.479e-05,"{""numberLong"":""177199200""}"
1975-08-15,1.45e-05,1.479e-05,"{""numberLong"":""177285600""}"
1975-08-16,,,"{""numberLong"":""177372000""}"
1975-08-17,,,"{""numberLong"":""177458400""}"
1975-08-18,1.45e-05,1.479e-05,"{""numberLong"":""177544800""}"
1975-08-19,1.45e-05,1.479e-05,"{""numberLong"":""177631200""}"
1975-08-20,1.45e-05,1.479e-05,"{""numberLong"":""177717600""}"
1975-08-21,1.45e-05,1.479e-05,"{""numberLong"":""177804000""}"
1975-08-22,1.45e-05,1.479e-05,"{""numberLong"":""177890400""}"
1975-08-23,,,"{""numberLong"":""177976800""}"
1975-08-24,,,"{""numberLong"":""178063200""}"
1975-08-25,1.45e-05,1.479e-05,"{""numberLong"":""178149600""}"
1975-08-26,1.45e-05,1.479e-05,"{""numberLong"":""178236000""}"
1975-08-27,1.45e-05,1.479e-05,"{""numberLong"":""178322400""}"
1975-08-28,1.475e-05,1.505e-05,"{""numberLong"":""178408800""}"
1975-08-29,1.475e-05,1.505e-05,"{""numberLong"":""178495200""}"
1975-08-30,,,"{""numberLong"":""178581600""}"
1975-08-31,,,"{""numberLong"":""178668000""}"
1975-09-01,1.475e-05,1.505e-05,"{""numberLong"":""178754400""}"
1975-09-02,1.475e-05,1.505e-05,"{""numberLong"":""178840800""}"
1975-09-03,1.475e-05,1.505e-05,"{""numberLong"":""178927200""}"
1975-09-04,1.475e-05,1.505e-05,"{""numberLong"":""179013600""}"
1975-09-05,1.475e-05,1.505e-05,"{""numberLong"":""179100000""}"
1975-09-06,,,"{""numberLong"":""179186400""}"
1975-09-07,,,"{""numberLong"":""179272800""}"
1975-09-08,1.475e-05,1.505e-05,"{""numberLong"":""179359200""}"
1975-09-09,1.475e-05,1.505e-05,"{""numberLong"":""179445600""}"
1975-09-10,1.475e-05,1.505e-05,"{""numberLong"":""179532000""}"
1975-09-11,1.475e-05,1.505e-05,"{""numberLong"":""179618400""}"
1975-09-12,1.475e-05,1.505e-05,"{""numberLong"":""179704800""}"
1975-09-13,,,"{""numberLong"":""179791200""}"
1975-09-14,,,"{""numberLong"":""179877600""}"
1975-09-15,1.475e-05,1.505e-05,"{""numberLong"":""179964000""}"
1975-09-16,1.475e-05,1.505e-05,"{""numberLong"":""180050400""}"
1975-09-17,1.475e-05,1.505e-05,"{""numberLong"":""180136800""}"
1975-09-18,1.475e-05,1.505e-05,"{""numberLong"":""180223200""}"
1975-09-19,1.475e-05,1.505e-05,"{""numberLong"":""180309600""}"
1975-09-20,,,"{""numberLong"":""180396000""}"
1975-09-21,,,"{""numberLong"":""180482400""}"
1975-09-22,1.475e-05,1.505e-05,"{""numberLong"":""180568800""}"
1975-09-23,1.475e-05,1.505e-05,"{""numberLong"":""180655200""}"
1975-09-24,1.475e-05,1.505e-05,"{""numberLong"":""180741600""}"
1975-09-25,1.475e-05,1.505e-05,"{""numberLong"":""180828000""}"
1975-09-26,1.475e-05,1.505e-05,"{""numberLong"":""180914400""}"
1975-09-27,,,"{""numberLong"":""181000800""}"
1975-09-28,,,"{""numberLong"":""181087200""}"
1975-09-29,1.475e-05,1.505e-05,"{""numberLong"":""181173600""}"
1975-09-30,1.475e-05,1.505e-05,"{""numberLong"":""181260000""}"
1975-10-01,1.475e-05,1.505e-05,"{""numberLong"":""181346400""}"
1975-10-02,1.475e-05,1.505e-05,"{""numberLong"":""181432800""}"
1975-10-03,1.475e-05,1.505e-05,"{""numberLong"":""181519200""}"
1975-10-04,,,"{""numberLong"":""181605600""}"
1975-10-05,,,"{""numberLong"":""181692000""}"
1975-10-06,,,"{""numberLong"":""181778400""}"
1975-10-07,,,"{""numberLong"":""181864800""}"
1975-10-08,,,"{""numberLong"":""181951200""}"
1975-10-09,1.475e-05,1.505e-05,"{""numberLong"":""182037600""}"
1975-10-10,1.475e-05,1.505e-05,"{""numberLong"":""182124000""}"
1975-10-11,,,"{""numberLong"":""182210400""}"
1975-10-12,,,"{""numberLong"":""182296800""}"
1975-10-13,1.475e-05,1.505e-05,"{""numberLong"":""182383200""}"
1975-10-14,1.475e-05,1.505e-05,"{""numberLong"":""182469600""}"
1975-10-15,1.475e-05,1.505e-05,"{""numberLong"":""182556000""}"
1975-10-16,1.475e-05,1.505e-05,"{""numberLong"":""182642400""}"
1975-10-17,1.475e-05,1.505e-05,"{""numberLong"":""182728800""}"
1975-10-18,,,"{""numberLong"":""182815200""}"
1975-10-19,,,"{""numberLong"":""182901600""}"
1975-10-20,1.475e-05,1.505e-05,"{""numberLong"":""182988000""}"
1975-10-21,1.475e-05,1.505e-05,"{""numberLong"":""183074400""}"
1975-10-22,1.475e-05,1.505e-05,"{""numberLong"":""183160800""}"
1975-10-23,1.475e-05,1.505e-05,"{""numberLong"":""183247200""}"
1975-10-24,1.475e-05,1.505e-05,"{""numberLong"":""183333600""}"
1975-10-25,,,"{""numberLong"":""183420000""}"
1975-10-26,,,"{""numberLong"":""183506400""}"
1975-10-27,1.475e-05,1.505e-05,"{""numberLong"":""183592800""}"
1975-10-28,1.5e-05,1.53e-05,"{""numberLong"":""183679200""}"
1975-10-29,,,"{""numberLong"":""183765600""}"
1975-10-30,1.5e-05,1.53e-05,"{""numberLong"":""183852000""}"
1975-10-31,1.5e-05,1.53e-05,"{""numberLong"":""183938400""}"
1975-11-01,,,"{""numberLong"":""184024800""}"
1975-11-02,,,"{""numberLong"":""184111200""}"
1975-11-03,1.5e-05,1.53e-05,"{""numberLong"":""184197600""}"
1975-11-04,1.5e-05,1.53e-05,"{""numberLong"":""184284000""}"
1975-11-05,1.5e-05,1.53e-05,"{""numberLong"":""184370400""}"
1975-11-06,1.5e-05,1.53e-05,"{""numberLong"":""184456800""}"
1975-11-07,1.5e-05,1.53e-05,"{""numberLong"":""184543200""}"
1975-11-08,,,"{""numberLong"":""184629600""}"
1975-11-09,,,"{""numberLong"":""184716000""}"
1975-11-10,1.5e-05,1.53e-05,"{""numberLong"":""184802400""}"
1975-11-11,1.5e-05,1.53e-05,"{""numberLong"":""184888800""}"
1975-11-12,1.5e-05,1.53e-05,"{""numberLong"":""184975200""}"
1975-11-13,1.5e-05,1.53e-05,"{""numberLong"":""185061600""}"
1975-11-14,1.5e-05,1.53e-05,"{""numberLong"":""185148000""}"
1975-11-15,,,"{""numberLong"":""185234400""}"
1975-11-16,,,"{""numberLong"":""185320800""}"
1975-11-17,1.5e-05,1.53e-05,"{""numberLong"":""185407200""}"
1975-11-18,1.5e-05,1.53e-05,"{""numberLong"":""185493600""}"
1975-11-19,1.5e-05,1.53e-05,"{""numberLong"":""185580000""}"
1975-11-20,1.5e-05,1.53e-05,"{""numberLong"":""185666400""}"
1975-11-21,1.5e-05,1.53e-05,"{""numberLong"":""185752800""}"
1975-11-22,,,"{""numberLong"":""185839200""}"
1975-11-23,,,"{""numberLong"":""185925600""}"
1975-11-24,1.5e-05,1.53e-05,"{""numberLong"":""186012000""}"
1975-11-25,1.5e-05,1.53e-05,"{""numberLong"":""186098400""}"
1975-11-26,1.5e-05,1.53e-05,"{""numberLong"":""186188400""}"
1975-11-27,1.5e-05,1.53e-05,"{""numberLong"":""186274800""}"
1975-11-28,1.5e-05,1.53e-05,"{""numberLong"":""186361200""}"
1975-11-29,,,"{""numberLong"":""186447600""}"
1975-11-30,,,"{""numberLong"":""186534000""}"
1975-12-01,1.5e-05,1.53e-05,"{""numberLong"":""186620400""}"
1975-12-02,1.5e-05,1.53e-05,"{""numberLong"":""186706800""}"
1975-12-03,1.5e-05,1.53e-05,"{""numberLong"":""186793200""}"
1975-12-04,1.5e-05,1.53e-05,"{""numberLong"":""186879600""}"
1975-12-05,1.5e-05,1.53e-05,"{""numberLong"":""186966000""}"
1975-12-06,,,"{""numberLong"":""187052400""}"
1975-12-07,,,"{""numberLong"":""187138800""}"
1975-12-08,1.5e-05,1.53e-05,"{""numberLong"":""187225200""}"
1975-12-09,1.5e-05,1.53e-05,"{""numberLong"":""187311600""}"
1975-12-10,1.5e-05,1.53e-05,"{""numberLong"":""187398000""}"
1975-12-11,1.5e-05,1.53e-05,"{""numberLong"":""187484400""}"
1975-12-12,1.5e-05,1.53e-05,"{""numberLong"":""187570800""}"
1975-12-13,,,"{""numberLong"":""187657200""}"
1975-12-14,,,"{""numberLong"":""187743600""}"
1975-12-15,,,"{""numberLong"":""187830000""}"
1975-12-16,,,"{""numberLong"":""187916400""}"
1975-12-17,1.5e-05,1.53e-05,"{""numberLong"":""188002800""}"
1975-12-18,1.5e-05,1.53e-05,"{""numberLong"":""188089200""}"
1975-12-19,1.5e-05,1.53e-05,"{""numberLong"":""188175600""}"
1975-12-20,,,"{""numberLong"":""188262000""}"
1975-12-21,,,"{""numberLong"":""188348400""}"
1975-12-22,1.5e-05,1.53e-05,"{""numberLong"":""188434800""}"
1975-12-23,1.5e-05,1.53e-05,"{""numberLong"":""188521200""}"
1975-12-24,1.5e-05,1.53e-05,"{""numberLong"":""188607600""}"
1975-12-25,1.5e-05,1.53e-05,"{""numberLong"":""188694000""}"
1975-12-26,1.5e-05,1.53e-05,"{""numberLong"":""188780400""}"
1975-12-27,,,"{""numberLong"":""188866800""}"
1975-12-28,,,"{""numberLong"":""188953200""}"
1975-12-29,1.5e-05,1.53e-05,"{""numberLong"":""189039600""}"
1975-12-30,1.5e-05,1.53e-05,"{""numberLong"":""189126000""}"
1975-12-31,1.5e-05,1.53e-05,"{""numberLong"":""189212400""}"
1976-01-01,,,"{""numberLong"":""189298800""}"
1976-01-02,1.5e-05,1.53e-05,"{""numberLong"":""189385200""}"
1976-01-03,,,"{""numberLong"":""189471600""}"
1976-01-04,,,"{""numberLong"":""189558000""}"
1976-01-05,1.5e-05,1.53e-05,"{""numberLong"":""189644400""}"
1976-01-06,1.5e-05,1.53e-05,"{""numberLong"":""189730800""}"
1976-01-07,1.5e-05,1.53e-05,"{""numberLong"":""189817200""}"
1976-01-08,1.5e-05,1.53e-05,"{""numberLong"":""189903600""}"
1976-01-09,1.5e-05,1.53e-05,"{""numberLong"":""189990000""}"
1976-01-10,,,"{""numberLong"":""190076400""}"
1976-01-11,,,"{""numberLong"":""190162800""}"
1976-01-12,1.5e-05,1.53e-05,"{""numberLong"":""190249200""}"
1976-01-13,1.5e-05,1.53e-05,"{""numberLong"":""190335600""}"
1976-01-14,1.5e-05,1.53e-05,"{""numberLong"":""190422000""}"
1976-01-15,1.5e-05,1.53e-05,"{""numberLong"":""190508400""}"
1976-01-16,1.5e-05,1.53e-05,"{""numberLong"":""190594800""}"
1976-01-17,,,"{""numberLong"":""190681200""}"
1976-01-18,,,"{""numberLong"":""190767600""}"
1976-01-19,1.5e-05,1.53e-05,"{""numberLong"":""190854000""}"
1976-01-20,1.5e-05,1.53e-05,"{""numberLong"":""190940400""}"
1976-01-21,1.5e-05,1.53e-05,"{""numberLong"":""191026800""}"
1976-01-22,1.5e-05,1.53e-05,"{""numberLong"":""191113200""}"
1976-01-23,1.5e-05,1.53e-05,"{""numberLong"":""191199600""}"
1976-01-24,,,"{""numberLong"":""191286000""}"
1976-01-25,,,"{""numberLong"":""191372400""}"
1976-01-26,1.5e-05,1.53e-05,"{""numberLong"":""191458800""}"
1976-01-27,1.5e-05,1.53e-05,"{""numberLong"":""191545200""}"
1976-01-28,1.5e-05,1.53e-05,"{""numberLong"":""191631600""}"
1976-01-29,1.5e-05,1.53e-05,"{""numberLong"":""191718000""}"
1976-01-30,1.5e-05,1.53e-05,"{""numberLong"":""191804400""}"
1976-01-31,,,"{""numberLong"":""191890800""}"
1976-02-01,,,"{""numberLong"":""191977200""}"
1976-02-02,1.5e-05,1.53e-05,"{""numberLong"":""192063600""}"
1976-02-03,1.5e-05,1.53e-05,"{""numberLong"":""192150000""}"
1976-02-04,1.5e-05,1.53e-05,"{""numberLong"":""192236400""}"
1976-02-05,1.5e-05,1.53e-05,"{""numberLong"":""192322800""}"
1976-02-06,1.5e-05,1.53e-05,"{""numberLong"":""192409200""}"
1976-02-07,,,"{""numberLong"":""192495600""}"
1976-02-08,,,"{""numberLong"":""192582000""}"
1976-02-09,1.5e-05,1.53e-05,"{""numberLong"":""192668400""}"
1976-02-10,1.5e-05,1.53e-05,"{""numberLong"":""192754800""}"
1976-02-11,1.5e-05,1.53e-05,"{""numberLong"":""192841200""}"
